"GeneID","Con_1","Con_2","Con_3","DMEM_1","DMEM_2","DMEM_3","I6_1","I6_2","I6_3","R2_1","R2_2","R2_3","logFC","Pvalue","FDR"
"POLR3G",2.55,2.83,1.93,3.18,3.18,2.86,2.32,2.89,3.14,3.75,2.66,3.12,-0.16990822,0.420884122,0.420884122
"AMMECR1L",7.54,7.64,7.35,10.16,10.16,10.58,9.36,9.36,9.47,8.92,8.69,8.76,-0.271412738,0.004811657,0.004811657
"GCC1",6.85,6.61,6.75,8.23,7.6,8.84,8.55,8.75,9.13,8.83,8.12,8.42,-0.209818392,0.079292675,0.079292675
"FMN2",0,0,0,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,-2.368680003,0.253889408,0.253889408
"ARFGAP1",53.23,53.15,53.23,40.53,40.34,40.05,42.53,42.67,42.53,45.5,49.21,47.33,0.49960449,1.72e-12,1.72e-12
"LAMA5",23.96,23.27,23.96,24.35,23.8,25.11,24.7,24.65,24.7,22.39,22.51,22.39,0.073013694,0.377741845,0.377741845
"ZDHHC24",20.05,16.01,18.59,12.78,13.84,11.79,10.18,10.29,10.29,12.4,12.4,12.71,0.374082333,0.016726951,0.016726951
"PLCL1",0.01,0.01,0.02,0.06,0.03,0.09,0.1,0.1,0.13,0.06,0.06,0.06,-2.449148473,0.067925526,0.067925526
"TPK1-2",0.24,0.44,0.24,0.36,0.36,0.43,0.31,0.31,0.31,0.11,0.19,0.11,-0.105790524,0.936190937,0.936190937
"ARL4C",31.35,36.17,33.42,37.1,37.59,37.83,43.89,43.36,43.57,40.41,40.2,40.67,-0.080743663,0.175510031,0.175510031
"GPAA1",118.19,88.7,104.2,73.56,70.39,76.36,79.83,74.69,72.35,75.64,79.58,78.31,0.586446665,7.22e-06,7.22e-06
"ANGPT4",0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.936861124,0.817093369,0.817093369
"NOA1",15.85,15.85,15.42,18.11,17.07,18.94,17.5,17.29,17.19,16.99,16.88,16.82,-0.082969763,0.406075107,0.406075107
"RNASE4",2.22,2.3,2.22,3.19,3.49,2.82,2.61,2.77,2.86,3.18,2.32,2.86,-0.454951977,0.06246605,0.06246605
"KCNK9",0.02,0.02,0.02,0.04,0.04,0.04,0.08,0.08,0.08,0.05,0.07,0.05,1.020866364,0.524960797,0.524960797
"ZNF280A-2",0.01,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0.01,2.157468615,0.592168601,0.592168601
"RAD21L1",0.1,0.1,0.09,0.44,0.3,0.44,0.2,0.2,0.11,0.53,0.29,0.29,-1.672518263,0.014660458,0.014660458
"MAGI2",0.03,0.06,0.12,0.09,0.11,0.09,0.07,0.07,0.07,0.18,0.09,0.12,0.32772481,0.687502378,0.687502378
"CH507-145C22",0,0,0,0.04,0.05,0.03,0.1,0.1,0.14,0.02,0.02,0.02,-1.808365502,0.341973094,0.341973094
"FGF2",0.02,0.02,0.01,0.04,0.04,0.04,0.01,0.02,0.03,0.02,0.05,0.03,0.001174116,0.99927573,0.99927573
"ITPRID2",12.42,13.04,13.04,18.65,18.22,18.65,19.36,19.37,19.37,17.9,12.89,14.93,-0.393804911,0.000231238,0.000231238
"PSMD1",30.93,30.93,30.05,47.13,45.01,49.1,49.61,49.61,49.61,39.86,34.05,36.99,-0.45402006,1.03e-08,1.03e-08
"TRAF1",8.22,7.59,9.1,7.53,7.53,7.75,7.3,7.3,7.29,7.2,7.07,7.43,0.173372075,0.104224399,0.104224399
"TXNDC5",143.1,150.5,147.39,156.27,156.23,156.27,165.02,165.02,165.02,166.77,174.78,171.47,-0.015331279,0.743097354,0.743097354
"PANX1",10.93,14.21,12.03,15.39,15.39,15.39,17.31,16.8,16.1,13.34,12.77,13.34,-0.34002119,0.000400725,0.000400725
"TLR2",1.39,1.39,1.33,2.38,2.38,2.38,1.49,1.28,1.1,1.71,1.46,1.54,-0.465667935,0.050040823,0.050040823
"DYNLL2",25.01,25.01,24.37,25.01,24.9,25.01,26.02,26.09,26.09,30.21,26.78,27.91,0.092296039,0.235391184,0.235391184
"NAA11",1.1,0.97,0.97,0.79,1.19,0.57,0.87,0.82,0.82,1.2,0.73,0.98,0.000234859,0.999689429,0.999689429
"TMCC3",2.1,2.18,2.1,2.25,2.28,2.19,2.68,2.87,3.02,2.53,2.47,2.53,-0.082563231,0.614680714,0.614680714
"OXLD1",25.29,25.29,24.46,19.47,19.6,19.6,17.85,17.55,17.55,16.81,18.66,17.78,0.558389877,7.97e-05,7.97e-05
"KIF26B-2",0,0,0,0.06,0.05,0.06,0.03,0.03,0.03,0.06,0.06,0.06,-2.469775369,0.070466413,0.070466413
"RPS2-2",2115.64,2115.64,2115.64,1367.31,1364.82,1364.82,1422.93,1395.83,1373.34,1503.53,1500.34,1500.34,0.668145377,1.49e-11,1.49e-11
"ZNF805",0.55,0.75,0.45,0.91,0.91,0.91,0.77,0.78,0.77,0.68,0.68,0.68,-0.478746397,0.058220503,0.058220503
"MRPL45-2",46.71,47.91,44.73,47.94,47.94,47.94,49.39,51.34,52.65,49.95,54.8,53.02,0.04842796,0.527764573,0.527764573
"FLJ20021",15.53,14.26,12.6,9.64,8.65,11.82,10.03,10.07,10.07,10.36,9.97,10.66,0.601498943,0.014758466,0.014758466
"TMEM185A",15.94,15.36,14.29,13.22,14.31,12.31,14.07,14.07,14.39,13.03,13.79,13.49,0.147664682,0.228052722,0.228052722
"METTL25",1.37,1.31,1.37,1.52,1.92,0.98,1.43,1.67,1.96,1.73,1.22,1.4,0.048426888,0.900790611,0.900790611
"PIGBOS1",8.34,8.34,7.75,9.02,8.62,9.02,7.45,7.31,7.45,8.52,9.9,9.15,0.028638923,0.904164802,0.904164802
"TIMM8A",16.76,17.04,17.04,17.29,19.42,13.5,18.64,19.42,17.96,18.61,18.56,18.61,0.100065565,0.545831853,0.545831853
"ACVR1C",0.02,0.03,0.01,0.06,0.09,0.06,0.05,0.05,0.05,0.02,0.03,0.03,-1.374069658,0.228407029,0.228407029
"PPM1K",1.99,3.83,2.78,3.51,3.92,2.98,3.02,3.38,3.91,2.51,2.51,2.46,-0.282405315,0.213632056,0.213632056
"IDH3A",10.84,13.26,11.84,13.59,13.56,13.59,14.3,14.83,15.11,13.82,12.58,13.11,-0.140746488,0.1245537,0.1245537
"PLA2G12B",0,0,0,0,0,0,0,0,0,0,0,0,1.898634129,0.639269758,0.639269758
"MEGF8",2.42,2.42,2.34,2.58,2.33,2.75,2.35,2.31,2.41,2.27,2.29,2.3,0.104831532,0.518360235,0.518360235
"HTRA3",3.01,2.36,3.38,2.37,2.37,2.37,2.48,2.48,2.36,2.36,2.18,2.24,0.489001005,0.076639837,0.076639837
"ATF6-DT",0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.12,0.12,0.01,0.01,0.01,1.206349077,0.634756348,0.634756348
"TMTC2",1.61,1.61,1.61,2.33,2.27,2.37,3.01,2.87,2.81,2.25,2.25,2.25,-0.458241906,0.018861936,0.018861936
"MCF2L2",0.03,0.07,0.07,0.14,0.1,0.19,0.17,0.18,0.18,0.16,0.11,0.14,-0.227229154,0.812894639,0.812894639
"TRPC1",1.26,1.35,1.26,1.9,1.9,1.94,1.82,1.75,1.98,1.07,1.11,1.11,-0.52652245,0.034683703,0.034683703
"ZNF627",1.39,1.39,1.34,2.27,2.27,2.27,2.31,2.18,2.18,2.04,1.09,1.47,-0.394046128,0.150457204,0.150457204
"MED20",20.56,20.56,21.19,23.67,23.49,23.49,21.6,21.15,20.25,21.83,24.11,22.85,-0.115581048,0.211299705,0.211299705
"PRSS38",0,0,0,0,0,0,0,0,0,0,0,0,1.13719805,0.780480655,0.780480655
"GMPR2",18.6,18.6,18.49,20.14,21.37,19.03,21.95,21.95,21.95,21.84,22.1,21.59,-0.015886484,0.885864093,0.885864093
"NUP155",9.22,9.22,9.16,15.62,15.62,16,16.24,16.19,16.24,13.03,10.59,11.56,-0.512787247,2.04e-05,2.04e-05
"TCF7L1-IT1-2",0,0,0,0,0,0,0,0,0,0,0,0,1.13719805,0.780480655,0.780480655
"DNAJC22",1.07,1.07,1.07,1.02,1.07,1.02,0.8,0.71,0.8,0.84,0.98,0.89,0.09655621,0.710913752,0.710913752
"ATL3",21.67,21.67,20.9,37.28,34.66,39.41,35.44,35.53,35.44,30.62,25.44,27.79,-0.59426921,2.99e-11,2.99e-11
"ADAMTS6",0.95,1,1,1.61,1.61,1.61,1.01,1.09,1.09,1.89,1.13,1.51,-0.177471116,0.5551249,0.5551249
"CCR3",0.04,0.1,0.04,0,0,0,0,0,0,0.07,0.1,0.07,2.003835903,0.523113401,0.523113401
"SCN11A",0,0,0,0,0,0,0,0,0,0,0,0,1.13719805,0.780480655,0.780480655
"PFKFB2",4.31,4.31,4.21,7.21,6.82,7.56,6.35,6.35,6.34,6.37,5.27,5.78,-0.459092114,0.002786854,0.002786854
"ANKRD13B",3.72,3.62,3.72,2.74,3.29,2.36,3.84,3.73,3.73,2.63,2.7,2.7,0.555206631,0.005271496,0.005271496
"HAT1-2",32.25,32.89,31.55,31.98,29.24,34.11,26.18,26.67,26.67,24.09,22.76,24.78,0.101973429,0.303857426,0.303857426
"ARCN1",68.53,70.2,70.2,94.76,95.1,95.58,102.89,99.4,97.22,91.94,84.61,87.75,-0.326488524,4.3e-13,4.3e-13
"RUNDC3A",0.08,0.08,0.08,0.08,0.08,0.08,0.05,0.03,0.06,0.03,0.03,0.03,-0.162664506,0.915400664,0.915400664
"DNAH12",0.03,0.03,0.03,0.02,0.02,0.05,0.02,0.02,0.02,0.04,0.03,0.03,0.934490305,0.49761876,0.49761876
"PIDD1",6.48,5.91,6.48,3.99,3.99,3.76,5.03,5.11,4.86,6.67,5.12,5.69,0.810193185,0.00013054,0.00013054
"ZZZ3",4.76,4.76,4.46,10.11,10.01,10.17,9.91,9.96,9.91,8.27,6.21,7.27,-0.521748613,0.00047757,0.00047757
"ZNF430-2",0.65,1.37,0.65,3.17,3.17,5.59,3.11,3.39,3.11,0.71,0.71,0.71,-2.021766024,0.16865899,0.16865899
"ZNF254",7.88,7.88,7.88,5.5,5.63,5.5,5.6,6.94,8.05,6.55,6.55,6.81,-0.038368634,0.860242291,0.860242291
"FCER1G",0.36,0.46,0.36,0,0,0,0.64,0.64,0.64,0.15,0.15,0.15,3.326869211,0.371138624,0.371138624
"FLRT2",1.41,1.53,1.41,1.24,1.22,1.24,2.63,1.8,1.29,1.06,1.03,1.03,-0.469415506,0.013202195,0.013202195
"UBE2D3",50.91,62.13,54.41,67.79,67.79,68.35,67.93,67.93,67.62,66.49,59.86,63.66,-0.192350434,0.002852291,0.002852291
"ATG4C",2.55,2.75,3.09,3.72,3.6,3.72,4.38,4.38,4.53,3.35,2.35,2.94,-0.390660441,0.044576602,0.044576602
"TBRG4",92.45,91.12,91.12,67.13,67.02,66.9,67.01,68.91,71.21,72.74,72.61,72.37,0.492057735,1.88e-07,1.88e-07
"OLFM4",0,0,0,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,-2.720044822,0.493376155,0.493376155
"METTL26",73.47,73.47,72.95,51.17,46.67,53.32,50.79,47.69,52.86,45.14,53.26,48.38,0.716997328,1.41e-07,1.41e-07
"LRRC18",0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,3.100621057,0.43479392,0.43479392
"ADCY10",0.01,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0.01,2.032340074,0.614764517,0.614764517
"SLC51B",0.07,0.07,0.17,0,0,0,0,0,0,0.15,0.15,0.15,2.662139625,0.504876965,0.504876965
"FAM88F",2.9,2.16,3.9,3.95,3.84,3.95,3.26,3.47,3.69,2.9,2.79,2.9,-0.221244609,0.613239071,0.613239071
"SCAMP1",4.35,4.35,4.13,6.65,6.65,6.8,5.95,5.75,5.84,5.1,4.69,4.69,-0.389325271,0.003350408,0.003350408
"MYH3",0.12,0.37,0.29,0.26,0.29,0.22,0.32,0.3,0.29,0.25,0.21,0.23,0.291863597,0.57297123,0.57297123
"LARGE1",1.05,1.19,0.74,0.71,0.65,0.68,0.76,0.76,0.68,1.01,0.86,0.94,0.662730856,0.032084115,0.032084115
"NANOS3",0.15,0.06,0.15,0.22,0.29,0.13,0,0,0,0.17,0.17,0.17,0.15449681,0.963545977,0.963545977
"FHDC1",0.36,0.37,0.37,0.56,0.58,0.56,0.5,0.49,0.48,0.37,0.33,0.35,-0.336808937,0.291744262,0.291744262
"GNAT2",0.08,0.11,0.05,0,0,0,0.12,0.21,0.34,0,0,0,2.61765518,0.265708813,0.265708813
"SH3GL1",125.1,103.99,116.88,93.29,93.29,93.29,99.32,97.01,94.11,97.07,99.42,97.84,0.402942879,9.04e-05,9.04e-05
"FUT4",2,2.2,2.43,2.33,2.33,2.33,2.03,2.25,2.71,2.49,2.49,2.4,0.058498406,0.729528515,0.729528515
"EFCAB7",1.23,1.05,1.23,1.44,1.18,1.6,1.1,1.3,1.3,1.18,1.01,1.18,-0.075301975,0.840338474,0.840338474
"VPS4A",42.07,42.07,42.07,35.77,35.65,35.77,35.78,35.78,35.6,37.82,39.58,39.02,0.256382239,0.006630382,0.006630382
"GAREM1",0.17,0.26,0.12,0.25,0.34,0.19,0.08,0.1,0.13,0.13,0.13,0.13,-0.120998556,0.817995562,0.817995562
"RNF181",154.56,154.56,148.25,124.7,127.86,129.5,115.94,114.35,115.94,118.68,120.24,120.24,0.486121026,2.4e-06,2.4e-06
"NIPA2-2",5.58,4.88,4.88,4.46,4.32,4.32,3.61,3.61,3.61,2.53,2.47,2.47,0.159096586,0.6146336,0.6146336
"KCNC4",1.52,1.52,1.58,0.92,1.07,0.98,0.93,1.01,1.06,0.94,1.16,1.06,0.486993859,0.079236286,0.079236286
"AGAP9",1.58,1.73,1.73,3.15,3.27,3.19,4.32,3.97,3.63,3.04,2.66,2.81,0.251355498,0.609393176,0.609393176
"GPR35",0.19,0.23,0.28,0.13,0.13,0.13,0.24,0.24,0.24,0.08,0.08,0.08,0.896750987,0.149215993,0.149215993
"SOD2",31.94,31.84,31.84,38.76,38.76,38.66,39.05,39.05,39.05,33.01,33.54,33.85,-0.402680732,7.1e-05,7.1e-05
"PADI1",0.41,0.38,0.38,0.38,0.38,0.38,0.47,0.47,0.47,0.37,0.29,0.34,0.105518303,0.821756495,0.821756495
"TBC1D9",5.14,5.29,5.14,7.52,7.23,7.79,6.45,6.57,6.57,6.53,6.21,6.21,-0.519672033,1.59e-06,1.59e-06
"CCDC85B",205.46,198.54,198.54,125.56,124.27,127.42,128.75,130.25,130.25,127.73,151.08,139.53,0.673290402,4.03e-07,4.03e-07
"NCS1",16.02,16.02,16.02,14.78,14.78,15.02,13.3,13.26,13.3,15.6,15.72,15.6,0.159426004,0.127676355,0.127676355
"UGT2B7",0.16,0.07,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2.343717185,0.198325621,0.198325621
"DISP1",26.89,24.77,29.22,24.54,25.23,22.98,25,23.51,20.63,22.26,21.16,19.27,0.202610606,0.188282693,0.188282693
"CRNKL1",4.18,4.42,4.42,7.16,6.75,7.89,6.91,7.09,7.09,5.99,4.7,5.23,-0.447275399,0.013511417,0.013511417
"CAPN15",19.8,14.96,18,13.11,12.62,13.47,14.79,14.79,14.79,14.41,14.41,14.41,0.504185277,7.04e-05,7.04e-05
"WASHC3",39.8,40.15,39.07,32.49,34.18,30.97,31.67,34.75,32.68,33.44,32.22,32.22,0.348006814,0.00642177,0.00642177
"PFN4",0.17,0.17,0.17,0.14,0.14,0.14,0.28,0.28,0.25,0.17,0.17,0.14,0.487518779,0.730038616,0.730038616
"SIL1",47.12,42.56,49.36,37.5,39.26,35.71,38.65,37.28,35.98,43.08,39.5,41.31,0.395098332,0.000316737,0.000316737
"ELMOD3-2",2.39,2.39,2.39,6.18,4.45,7.04,6.74,5.93,6.36,6.33,1.9,4.36,-0.279563379,0.725110341,0.725110341
"GSK3B",5.5,5.5,5.42,9.17,9.17,9.17,9.12,9.13,9.13,7.65,7.58,7.71,-0.53582326,7.18e-08,7.18e-08
"ZAP70",0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,1.079545728,0.424419547,0.424419547
"RGS12",7.11,6.65,6.81,7.31,7.48,7.03,7.34,7.34,7.31,7.26,6.7,7.61,0.033809671,0.773012395,0.773012395
"NLRP3-2",0.07,0.07,0.06,0,0,0,0,0,0,0.13,0.17,0.17,4.947940128,0.017940091,0.017940091
"EFCAB14",12.28,12.28,12.28,16.45,16.54,16.54,17.44,17.85,17.71,15.61,15.77,16.13,-0.418703945,4.16e-08,4.16e-08
"ZNF883",0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.03,1.897705448,0.1616806,0.1616806
"CTAGE1",0,0,0,0.01,0.01,0.01,0.06,0.06,0.06,0.01,0.01,0.01,0.175425378,0.965708363,0.965708363
"DOCK2",4.61,4.93,4.61,4.4,4.49,4.49,4.3,4.46,4.62,4.82,5.96,5.32,-0.1854068,0.351256523,0.351256523
"KRTCAP3",0,0,0,0.08,0.08,0.08,0,0,0,0,0,0,0.083642377,0.980611593,0.980611593
"NFE2L1",86.41,84.27,87.34,86.29,87,87.55,90.65,91.89,91.11,95.17,94.77,94.77,0.064250318,0.313881457,0.313881457
"ARL17A",4.8,3.43,3.85,4.85,2.49,6.52,3.44,2.89,2.89,2.34,2.22,2.22,0.302258347,0.313484726,0.313484726
"NEK1",0.95,1.07,1.07,1.73,1.96,2.18,2.41,2.62,3.09,1.72,1.4,1.54,-0.55811061,0.072062549,0.072062549
"SREBF1",16.42,15.46,15.46,14.41,13.13,15.24,14.72,14.19,13.81,14.16,14.49,14.88,0.184401682,0.160276288,0.160276288
"MMP23B",0.1,0.19,0.1,0.14,0.14,0.27,0,0,0,0.54,0.24,0.43,-0.601089721,0.716768644,0.716768644
"PNLDC1",0,0,0,0,0,0,0.11,0.11,0.11,0.04,0.04,0.04,0.175425378,0.965708363,0.965708363
"ZKSCAN2",1.09,1.2,1.27,2.05,2.05,2.05,1.8,1.8,1.8,1.85,1.34,1.67,-0.58133952,0.00058032,0.00058032
"PRMT6",10.71,10.17,11.16,12.24,12.04,12.04,11.46,11.46,11.09,11.23,11.36,11.36,-0.050785289,0.68790628,0.68790628
"SSBP2",1.79,1.64,1.64,1.37,1.4,1.37,1.68,1.49,1.34,2.01,2.01,2.04,0.27137366,0.294801496,0.294801496
"PSIP1",9.09,10.08,10.08,16.32,16.32,16.63,12.17,12.36,12.36,12.35,9.93,10.73,-0.484951724,0.001820947,0.001820947
"STAG3",0.31,0.31,0.27,0.21,0.21,0.19,0.37,0.33,0.33,0.12,0.15,0.12,0.645933709,0.270253698,0.270253698
"PLA2G4B",0.43,0.5,0.43,0.78,0.82,0.78,0.17,0.17,0.3,0.92,0.52,0.52,-0.819221943,0.10165298,0.10165298
"ZNF610",0.26,0.26,0.24,0.4,0.18,0.55,0.43,0.48,0.38,0.02,0.02,0.02,-0.439372194,0.508727092,0.508727092
"SND1",112.98,102.35,108.57,102.71,102.71,102.1,109.56,109.56,109.56,119.92,115.49,117.4,0.150392752,0.05134347,0.05134347
"MRPL14",235.04,207.96,224.01,175.28,175.28,175.28,165.97,165.97,166.44,176.72,196.23,187.72,0.465004704,5.66e-07,5.66e-07
"KCNJ8",0.2,0.28,0.2,0.35,0.44,0.22,0.16,0.19,0.24,0.28,0.62,0.49,-0.781540223,0.329331997,0.329331997
"SBF2",2.67,3.51,2.02,4.29,3.93,4.62,4.34,4.19,4.05,3.59,2.74,3.31,-0.59163347,0.002901307,0.002901307
"SLC2A13",2.56,1.96,1.67,1.46,1.63,1.24,1.29,1.63,2.33,1.96,1.69,1.84,0.011637497,0.959901815,0.959901815
"OXA1L-DT",0.23,0.23,0.23,0.27,0.27,0.32,0.04,0.04,0.04,0,0,0,-0.517813171,0.786685878,0.786685878
"SPEF2",0.17,0.17,0.16,0.36,0.36,0.36,0.08,0.19,0.25,0.15,0.15,0.15,0.003176448,0.996252899,0.996252899
"RASSF2",0.2,0.26,0.24,0.36,0.3,0.27,0.26,0.22,0.22,0.24,0.3,0.28,-0.370794641,0.394662591,0.394662591
"UQCR11",129.71,116.63,121.65,89.17,87.83,88.71,80.78,78.53,79.73,90.43,105.73,99.92,0.560062035,3.54e-10,3.54e-10
"SLC24A3",0,0,0,0.03,0.04,0.03,0.01,0.01,0.01,0,0,0,-1.424208567,0.538318946,0.538318946
"CHD7",0.72,0.72,0.67,1.17,1.04,1.34,1.19,1.19,1.19,1.03,1.01,1.03,-0.450762257,0.046719461,0.046719461
"TERF2",8.33,8.15,8.46,7.99,7.99,7.8,9.03,8.59,9.6,9.7,9.7,9.7,0.121562458,0.344945095,0.344945095
"CDK5RAP3",34.43,39.62,32.07,32.97,33.28,32.97,30.58,30.58,30.87,33.43,33.18,33.43,0.18841951,0.050678256,0.050678256
"LRRC20",47.52,43.71,46.13,32.44,32.03,32.64,32.83,34.54,35.86,38.31,38.84,38.84,0.575398233,5.17e-11,5.17e-11
"HOOK3",0.94,0.94,0.93,1.99,1.76,2.3,2.03,2.03,2.03,1.85,1.23,1.57,-0.692849686,0.003463828,0.003463828
"SERAC1",1.5,1.73,1.73,2.8,3.29,2.15,3.25,3.25,3.25,2.42,2.24,2.35,-0.371861222,0.152478115,0.152478115
"SPCS3",18.54,18.54,16.97,27.47,25.86,28.9,26.21,26.21,26.16,24.03,18.98,21.6,-0.431321464,1.39e-05,1.39e-05
"PLEKHM3",1.35,1.35,1.35,1.18,1.25,1.18,1.16,1.16,1.15,1.36,1.36,1.37,-0.319463341,0.205253782,0.205253782
"YPEL5",13.03,13.03,12.38,18.85,20.12,19.67,16.8,19.38,21.79,14.18,13.63,14.18,-0.478316213,5.42e-06,5.42e-06
"SMC1B",0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.175425378,0.965708363,0.965708363
"ABHD1",0,0,0,0,0,0,0,0,0,0.07,0.06,0.06,2.631454029,0.509992183,0.509992183
"MFHAS1-2",1.96,1.59,2.68,2.14,2.15,2.15,2.87,2.68,2.4,2.38,2.58,2.73,-0.011357818,0.963379846,0.963379846
"ST6GALNAC4",28.85,28.85,28.85,20.68,18.77,21.63,19.16,19.16,19.04,17.47,17.78,17.78,0.515586386,0.000158,0.000158
"HSD11B2",0.15,0.15,0.1,0.11,0.12,0.11,0.33,0.35,0.33,0.18,0.15,0.2,0.931154687,0.402772919,0.402772919
"CYP11A1",0.44,0.43,0.44,0.5,0.31,0.66,0.25,0.3,0.3,0.35,0.53,0.42,-0.063817619,0.916575618,0.916575618
"HINT1",421.59,421.59,421.33,327.17,350.59,307.27,317.41,317.41,317.41,373.86,430.17,403.91,0.483236926,1.15e-08,1.15e-08
"SENP2",6.66,6.66,6.19,10.64,10.19,10.97,10,10.62,11.41,9.94,8.24,9.11,-0.549076423,3.37e-08,3.37e-08
"RBPMS2",3,1.87,2.33,2.51,2.51,2.66,1.84,1.84,1.66,2.59,2.09,2.3,0.076966595,0.802572888,0.802572888
"CARMIL3",0,0,0,0,0,0,0,0,0,0,0,0,2.477173484,0.536103595,0.536103595
"ATG16L1-2",4.56,4.47,4.56,4.32,4.15,4.45,4.94,4.94,4.94,4.72,4.55,4.72,0.181364196,0.23320742,0.23320742
"TRAPPC4-2",39.11,40.2,40.2,40.29,41.46,38.86,38.46,37.63,38.09,43.99,47.13,45.02,0.11221245,0.190275037,0.190275037
"GPSM3-4",7.79,7.79,8.29,5.69,6.18,5.48,5.96,5.96,5.96,6.04,5.47,5.74,0.459529473,0.058818827,0.058818827
"ZNF253",2.72,2.72,3.02,3.8,3.8,3.8,1.65,1.27,1,1.42,1.52,1.19,-0.777339372,0.022231574,0.022231574
"FLRT1",0.04,0.06,0.06,0.07,0.07,0.07,0.05,0.05,0.07,0.08,0.06,0.08,1.09817625,0.268375871,0.268375871
"RASA1",7.66,7.66,6.95,14.15,13.27,15.34,16.79,16.05,15.41,13.4,10.36,11.57,-0.590713885,0.001316082,0.001316082
"FOXD4L4",0,0,0,0.1,0.1,0.1,0,0,0,0.03,0.03,0.03,-1.756444271,0.576904606,0.576904606
"RBM15",3.69,3.69,3.21,5.96,5.96,6.06,6.51,6.56,6.45,5.4,3.83,4.86,-0.498853631,0.005464457,0.005464457
"ANKRD20A4-ANKRD20A20P",0.04,0.08,0.08,0.14,0.13,0.16,0.08,0.08,0.14,0.12,0.14,0.15,-0.315127463,0.715289672,0.715289672
"ROMO1",891.88,891.88,891.88,585.45,585.45,576.25,461.18,518.57,548.99,691.37,753.7,730.85,0.733843891,9.36e-09,9.36e-09
"USP9X",7.11,7.11,7.03,15.8,14.85,16.34,15.09,15.34,15.53,12.32,8.53,10.26,-0.81188117,1.61e-07,1.61e-07
"TUBGCP5",2.03,3.64,2.03,0.79,2.84,1.6,2.25,2.25,1.97,2.31,2.31,2.31,0.145683875,0.909360666,0.909360666
"OR5H1",0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0,0,0,-1.306451905,0.646071459,0.646071459
"MAGEB1",0,0,0,0,0,0,0.03,0.03,0.03,0.06,0.06,0.06,0.175425378,0.965708363,0.965708363
"LTB4R",0.47,0.7,0.7,0.62,0.59,0.57,0.8,0.82,0.8,0.53,0.7,0.64,0.609283245,0.18100655,0.18100655
"FRMD3",0.87,0.94,0.94,1.47,1.4,1.47,1.36,1.36,1.25,1.1,1.19,1.26,-0.687817577,0.002194167,0.002194167
"DUS4L-2",1.08,1.35,0.78,1.02,1.13,1.23,2.14,2.14,2.14,1.47,0.44,0.82,0.057430444,0.880064625,0.880064625
"DCTN1",66,61.03,71.85,62.23,62.23,62.2,70.16,68.91,68.37,68.4,69.55,68.98,0.17053494,0.068882644,0.068882644
"DUSP13",0,0,0,0,0,0,0,0,0,0,0,0,-2.195051989,0.583083198,0.583083198
"TRANK1",1.69,1.88,1.88,2.53,2.58,2.53,2.68,2.67,2.67,2.64,2.43,2.55,-0.247227867,0.071251656,0.071251656
"ATP2C2",0.04,0.06,0.05,0.02,0.04,0.02,0.06,0.06,0.05,0.02,0.02,0.02,1.527786255,0.390732541,0.390732541
"TEX261",53.26,48.74,56.82,47.04,48.35,45.13,51.32,51.32,51.32,54.37,50.59,52.12,0.259253069,0.008198281,0.008198281
"CRCT1",0.11,0.12,0.12,0,0,0,0.99,0.67,0.67,0.11,0.1,0.11,1.201864782,0.632625276,0.632625276
"GJA9",0.03,0.03,0.03,0,0,0,0,0,0,0.03,0.03,0.03,3.136620854,0.426683005,0.426683005
"SENP7",0.48,0.74,0.74,1.25,1.49,1.6,0.73,1.05,1.42,0.88,0.7,0.76,-0.598351442,0.142767019,0.142767019
"LONP1",91.74,82.28,96.33,74.77,75.53,74.31,76.31,76.32,76.32,79.23,75.59,77.9,0.369414718,0.000122659,0.000122659
"TMEM249-2",0.08,0.08,0.08,0.08,0.12,0.04,0,0,0,0.19,0.07,0.15,1.367450812,0.583028754,0.583028754
"STYXL1",48.22,40.73,44.12,38.93,42.13,36.11,41.2,41.2,41.2,44.09,44.77,45.25,0.271194112,0.039241592,0.039241592
"RAD1",24.03,23.55,24.03,24.26,24.77,25.3,24.7,25.66,27.09,24.94,26.42,25.61,-0.115301312,0.165812573,0.165812573
"LRRCC1",1.37,1.62,1.37,1.6,1.6,1.69,1.5,1.5,1.38,1.31,1.15,1.06,-0.426120091,0.279414863,0.279414863
"PLCE1",1.54,1.57,1.57,3.04,3.19,3.11,3.25,3.25,3.31,2.44,2.53,2.53,-0.596511992,0.008063423,0.008063423
"RCAN2",0.1,0.03,0.07,0.09,0.09,0.12,0.21,0.19,0.19,0.08,0.08,0.08,-0.090964632,0.940815296,0.940815296
