GeneID,logFC,Pvalue,FDR,Up/Down-Regulation,Gene_name
CAMKK1,0.717461752,0.002062266,0.002062266,*,CAMKK1
CAMKK2,-0.001747193,0.982466964,0.982466964,*,CAMKK2
CAMKMT,-0.043777497,0.869036911,0.869036911,*,CAMKMT
CAMLG,-0.109108123,0.386247603,0.386247603,*,CAMLG
CAMSAP1,0.037915521,0.656438651,0.656438651,*,CAMSAP1
CAMSAP1-DT,-0.078832283,0.694545718,0.694545718,*,CAMSAP1-DT
CAMSAP2,0.132342459,0.20096312,0.20096312,*,CAMSAP2
CAMSAP3,1.75409309,0.664418947,0.664418947,*,CAMSAP3
CAMTA1,-0.163427512,0.180942691,0.180942691,*,CAMTA1
CAMTA1-DT,-0.952150954,0.797323946,0.797323946,*,CAMTA1-DT
CAMTA2,-0.021812473,0.802628021,0.802628021,*,CAMTA2
CAMTA2-AS1,0.192170683,0.438428451,0.438428451,*,CAMTA2-AS1
CAND1,0.081595424,0.328419675,0.328419675,*,CAND1
CAND1.11,-0.043482025,0.991497804,0.991497804,*,CAND1.11
CAND2,-0.331074381,0.05681498,0.05681498,*,CAND2
CANT1,0.047988677,0.492734539,0.492734539,*,CANT1
CANX,0.225177782,0.00063253,0.00063253,*,CANX
CANX-2,0.182921956,0.007041304,0.007041304,*,CANX
CAP1,0.066323857,0.127519234,0.127519234,*,CAP1
CAP2,0.017720019,0.857502858,0.857502858,*,CAP2
CAPG,-0.044977139,0.609003639,0.609003639,*,CAPG
CAPN1,-0.062763817,0.320821911,0.320821911,*,CAPN1
CAPN10,-0.074112722,0.635232949,0.635232949,*,CAPN10
CAPN10-DT,0.350735074,0.516405486,0.516405486,*,CAPN10-DT
CAPN11,0.918290647,0.821944146,0.821944146,*,CAPN11
CAPN14,-0.089145998,0.969030172,0.969030172,*,CAPN14
CAPN15,-0.03844828,0.692373647,0.692373647,*,CAPN15
CAPN1-AS1,0.013412547,0.967031048,0.967031048,*,CAPN1-AS1
CAPN2,0.082681931,0.039067611,0.039067611,*,CAPN2
CAPN3,-0.987315886,0.399120779,0.399120779,*,CAPN3
CAPN5,0.14589332,0.099460948,0.099460948,*,CAPN5
CAPN7,0.040641141,0.799151853,0.799151853,*,CAPN7
CAPN8,1.84580734,0.64735523,0.64735523,*,CAPN8
CAPNS1,0.066944372,0.205072163,0.205072163,*,CAPNS1
CAPRIN1,0.097472964,0.151700577,0.151700577,*,CAPRIN1
CAPRIN2,0.224924692,0.298721703,0.298721703,*,CAPRIN2
CAPS,0.895580604,0.784540517,0.784540517,*,CAPS
CAPS2,-0.903693075,0.393100766,0.393100766,*,CAPS2
CAPS-2,-0.104577742,0.894079081,0.894079081,*,CAPS
CAPSL,0.70423075,0.680558356,0.680558356,*,CAPSL
CAPZA1,0.136182914,0.084868918,0.084868918,*,CAPZA1
CAPZA2,0.090509178,0.376635013,0.376635013,*,CAPZA2
CAPZB,-0.036128783,0.492963181,0.492963181,*,CAPZB
CARD10,0.046730005,0.718698557,0.718698557,*,CARD10
CARD11,-0.337029092,0.227265731,0.227265731,*,CARD11
CARD14,0.119078071,0.946336778,0.946336778,*,CARD14
CARD14-2,-2.877950281,0.46764803,0.46764803,*,CARD14
CARD16,-0.124031705,0.511914297,0.511914297,*,CARD16
CARD19,0.025595432,0.865332719,0.865332719,*,CARD19
CARD6,-0.077775301,0.673847926,0.673847926,*,CARD6
CARD8,0.209250386,0.241505466,0.241505466,*,CARD8
CARD8-AS1,1.294013815,0.076740148,0.076740148,*,CARD8-AS1
CARD9,-0.740721631,0.431428465,0.431428465,*,CARD9
CARF,-0.17407231,0.730679383,0.730679383,*,CARF
CARHSP1,-0.258962188,0.000171339,0.000171339,*,CARHSP1
CARM1,-0.050054623,0.467153837,0.467153837,*,CARM1
CARMAL,-1.828313995,0.651239241,0.651239241,*,CARMAL
CARMIL1,-0.679767483,0.004238748,0.004238748,*,CARMIL1
CARMIL2,-0.349381678,0.62296489,0.62296489,*,CARMIL2
CARMIL3-2,-1.005262704,0.805404059,0.805404059,*,CARMIL3
CARMN,0.36220566,0.763905858,0.763905858,*,CARMN
CARNMT1,0.303744046,0.074167938,0.074167938,*,CARNMT1
CARNMT1-AS1,-2.916467482,0.288494721,0.288494721,*,CARNMT1-AS1
CARNS1,-0.672415898,0.579251427,0.579251427,*,CARNS1
CARS1,0.225166036,0.087684276,0.087684276,*,CARS1
CARS1-2,0.060953261,0.484021512,0.484021512,*,CARS1
CARS2,-0.159122723,0.099310305,0.099310305,*,CARS2
CASC11,-1.034882009,0.795850555,0.795850555,*,CASC11
CASC15,-0.226269491,0.893678293,0.893678293,*,CASC15
CASC18,-0.917799888,0.820101059,0.820101059,*,CASC18
CASC2,-1.829589051,0.197823983,0.197823983,*,CASC2
CASC3,-0.017671376,0.778339605,0.778339605,*,CASC3
CASC8,0.455628998,0.681735268,0.681735268,*,CASC8
CASD1,-0.115899573,0.613698325,0.613698325,*,CASD1
CASK,0.072142053,0.543081067,0.543081067,*,CASK
CASKIN1,-0.082583853,0.966324895,0.966324895,*,CASKIN1
CASKIN2,-0.171637306,0.20160557,0.20160557,*,CASKIN2
CASP1,-0.573467481,0.000903501,0.000903501,*,CASP1
CASP10,0.202620965,0.775274638,0.775274638,*,CASP10
CASP12-2,-1.005262704,0.805404059,0.805404059,*,CASP12
CASP2,0.140106613,0.149843695,0.149843695,*,CASP2
CASP3,0.210382518,0.047033096,0.047033096,*,CASP3
CASP4,-0.169825428,0.032522878,0.032522878,*,CASP4
CASP4-2,-0.239613171,0.889068417,0.889068417,*,CASP4
CASP6,-0.154726827,0.400441221,0.400441221,*,CASP6
CASP7,-0.146585452,0.267900949,0.267900949,*,CASP7
CASP8,-0.452158531,0.007703104,0.007703104,*,CASP8
CASP8AP2-2,0.257063053,0.302522157,0.302522157,*,CASP8AP2
CASP9,-0.108708457,0.601362454,0.601362454,*,CASP9
CASQ1,0.005417687,0.996118685,0.996118685,*,CASQ1
CASR,-0.650726246,0.56099279,0.56099279,*,CASR
CASS4,-0.215524986,0.029444567,0.029444567,*,CASS4
CAST,0.0328278,0.56195525,0.56195525,*,CAST
CASTOR1,-0.44721262,0.144444512,0.144444512,*,CASTOR1
CASTOR2,-0.280962459,0.004193808,0.004193808,*,CASTOR2
CASZ1,-0.426702312,0.445668303,0.445668303,*,CASZ1
CAT,0.029302809,0.723967294,0.723967294,*,CAT
CATIP-AS1,1.7826395,0.659091782,0.659091782,*,CATIP-AS1
CATSPER1,0.252457838,0.754137836,0.754137836,*,CATSPER1
CATSPER2,-1.07560058,0.144793254,0.144793254,*,CATSPER2
CATSPER3,0.531420376,0.778487294,0.778487294,*,CATSPER3
CATSPERE,-2.811586362,0.057722048,0.057722048,*,CATSPERE
CATSPERG,0.709737401,0.760000126,0.760000126,*,CATSPERG
CAV1,0.006935828,0.898900067,0.898900067,*,CAV1
CAV2,0.052690786,0.452307945,0.452307945,*,CAV2
CAVIN1,-0.026067427,0.556829218,0.556829218,*,CAVIN1
CAVIN2,-0.049732335,0.731702254,0.731702254,*,CAVIN2
CAVIN2-AS1,0.918290647,0.821944146,0.821944146,*,CAVIN2-AS1
CAVIN3,0.102804154,0.236856154,0.236856154,*,CAVIN3
CAVIN4,0.411068519,0.328107517,0.328107517,*,CAVIN4
CBARP,-0.14838523,0.436765977,0.436765977,*,CBARP
CBFA2T2,-0.188535174,0.160767826,0.160767826,*,CBFA2T2
CBFB,0.222719005,0.039804229,0.039804229,*,CBFB
CBL,-0.116333726,0.103334057,0.103334057,*,CBL
CBLB,0.286928844,0.177991086,0.177991086,*,CBLB
CBLL1,0.176605858,0.139351842,0.139351842,*,CBLL1
CBLL1-AS1,0.425776246,0.436743704,0.436743704,*,CBLL1-AS1
CBLN2,1.424543166,0.614159053,0.614159053,*,CBLN2
CBLN3,-0.184406545,0.641184475,0.641184475,*,CBLN3
CBR1,-0.073177026,0.358173197,0.358173197,*,CBR1
CBR1-AS1,0.064330626,0.803749729,0.803749729,*,CBR1-AS1
CBR3,0.271000677,0.11073976,0.11073976,*,CBR3
CBR3-AS1,-0.060564836,0.907445252,0.907445252,*,CBR3-AS1
CBR4,0.061532394,0.79485875,0.79485875,*,CBR4
CBS,-0.007417658,0.926524343,0.926524343,*,CBS
CBSLR,-0.711088441,0.38210054,0.38210054,*,CBSLR
CBX1,0.054802682,0.476504272,0.476504272,*,CBX1
CBX2,0.090320623,0.758578742,0.758578742,*,CBX2
CBX3,0.096946804,0.193067902,0.193067902,*,CBX3
CBX4,-0.016951517,0.893850207,0.893850207,*,CBX4
CBX5,0.242611205,0.002056831,0.002056831,*,CBX5
CBX6,-0.045729236,0.477131716,0.477131716,*,CBX6
CBX7,-0.058844991,0.772394777,0.772394777,*,CBX7
CBX8,-0.17290814,0.426460179,0.426460179,*,CBX8
CBY1,-0.061232286,0.643012884,0.643012884,*,CBY1
CBY3,-1.005262704,0.805404059,0.805404059,*,CBY3
CC2D1A,-0.300235385,0.060765415,0.060765415,*,CC2D1A
CC2D1A-2,-0.300235385,0.060765415,0.060765415,*,CC2D1A
CC2D1B,-0.011497308,0.895100331,0.895100331,*,CC2D1B
CC2D2A,0.02373436,0.875946199,0.875946199,*,CC2D2A
CC2D2B,0.918290647,0.821944146,0.821944146,*,CC2D2B
CCAR1,0.147669727,0.134585858,0.134585858,*,CCAR1
CCAR2,-0.044698972,0.500958454,0.500958454,*,CCAR2
CCBE1,-0.285184617,9.60E-06,9.60E-06,*,CCBE1
CCDC102A,-0.146937124,0.484519017,0.484519017,*,CCDC102A
CCDC102B,-0.414135094,0.58086719,0.58086719,*,CCDC102B
CCDC103,0.220380674,0.653344885,0.653344885,*,CCDC103
CCDC106,-0.007923551,0.961333736,0.961333736,*,CCDC106
CCDC107,0.040417533,0.698789153,0.698789153,*,CCDC107
CCDC110,0.185619717,0.911087368,0.911087368,*,CCDC110
CCDC112,0.084768815,0.741307503,0.741307503,*,CCDC112
CCDC113,0.061536921,0.889493024,0.889493024,*,CCDC113
CCDC115,0.010578963,0.929193273,0.929193273,*,CCDC115
CCDC116,-0.700877676,0.696041696,0.696041696,*,CCDC116
CCDC117,-0.098534468,0.466504469,0.466504469,*,CCDC117
CCDC12,0.15826196,0.197649447,0.197649447,*,CCDC12
CCDC120,6.728490577,4.18E-06,4.18E-06,Up,CCDC120
CCDC120-2,-0.357914391,0.318104304,0.318104304,*,CCDC120
CCDC121,-0.325980998,0.75730608,0.75730608,*,CCDC121
CCDC122,0.06394888,0.877200251,0.877200251,*,CCDC122
CCDC124,-0.019187153,0.838857791,0.838857791,*,CCDC124
CCDC125,-0.101152746,0.853221497,0.853221497,*,CCDC125
CCDC125-2,-0.056687443,0.901410428,0.901410428,*,CCDC125
CCDC126,0.224608573,0.496737758,0.496737758,*,CCDC126
CCDC127,0.160320056,0.195557139,0.195557139,*,CCDC127
CCDC13,0.778112176,0.71596045,0.71596045,*,CCDC13
CCDC134,-0.119528388,0.456219511,0.456219511,*,CCDC134
CCDC136,-0.299641266,0.137120681,0.137120681,*,CCDC136
CCDC137,0.003444177,0.975778663,0.975778663,*,CCDC137
CCDC138,0.141052885,0.760885091,0.760885091,*,CCDC138
CCDC13-AS2,-1.005262704,0.805404059,0.805404059,*,CCDC13-AS2
CCDC14,-0.034021501,0.787455192,0.787455192,*,CCDC14
CCDC142,-0.229210567,0.400825586,0.400825586,*,CCDC142
CCDC144A,1.167574853,0.101967726,0.101967726,*,CCDC144A
CCDC144NL-AS1,1.932779405,0.205978331,0.205978331,*,CCDC144NL-AS1
CCDC146,-0.273414866,0.681879775,0.681879775,*,CCDC146
CCDC148,-1.435370797,0.45395946,0.45395946,*,CCDC148
CCDC149,-0.196212349,0.155530787,0.155530787,*,CCDC149
CCDC15,0.617991507,0.13932361,0.13932361,*,CCDC15
CCDC150,0.374693692,0.657736831,0.657736831,*,CCDC150
CCDC152,0.574265469,0.242378887,0.242378887,*,CCDC152
CCDC153,-0.847247487,0.453507945,0.453507945,*,CCDC153
CCDC157,0.312624868,0.338874698,0.338874698,*,CCDC157
CCDC158,-0.57907011,0.849687493,0.849687493,*,CCDC158
CCDC159,-0.143493806,0.642776251,0.642776251,*,CCDC159
CCDC15-DT,-1.373893741,0.610066168,0.610066168,*,CCDC15-DT
CCDC160,-0.53511052,0.631876626,0.631876626,*,CCDC160
CCDC163,0.542588542,0.372113409,0.372113409,*,CCDC163
CCDC167,0.032769693,0.797748242,0.797748242,*,CCDC167
CCDC168,-3.830516972,0.174636285,0.174636285,*,CCDC168
CCDC169,-0.964305644,0.273196339,0.273196339,*,CCDC169
CCDC169-SOHLH2,1.411441073,0.518749724,0.518749724,*,CCDC169-SOHLH2
CCDC17,-2.870391389,0.259910023,0.259910023,*,CCDC17
CCDC170,-1.234466453,0.003424851,0.003424851,Down,CCDC170
CCDC171,0.841316537,0.423014,0.423014,*,CCDC171
CCDC174,-0.03259555,0.850720806,0.850720806,*,CCDC174
CCDC177,-2.877950281,0.46764803,0.46764803,*,CCDC177
CCDC18,0.176515409,0.531588792,0.531588792,*,CCDC18
CCDC180,4.156482629,0.10083739,0.10083739,*,CCDC180
CCDC181,-0.043482025,0.991497804,0.991497804,*,CCDC181
CCDC183,-0.097922117,0.966237185,0.966237185,*,CCDC183
CCDC183-AS1,-0.216663665,0.817321552,0.817321552,*,CCDC183-AS1
CCDC184,-0.446951453,0.672561191,0.672561191,*,CCDC184
CCDC186,0.142917107,0.609692524,0.609692524,*,CCDC186
CCDC187,-1.005262704,0.805404059,0.805404059,*,CCDC187
CCDC188,0.820866495,0.839019362,0.839019362,*,CCDC188
CCDC18-AS1,-1.34447249,0.184335068,0.184335068,*,CCDC18-AS1
CCDC191,-0.542303263,0.453038869,0.453038869,*,CCDC191
CCDC192,0.90405868,0.029756565,0.029756565,*,CCDC192
CCDC194,-1.005262704,0.805404059,0.805404059,*,CCDC194
CCDC200,0.041161084,0.990205799,0.990205799,*,CCDC200
CCDC22,0.057739835,0.675499723,0.675499723,*,CCDC22
CCDC24,0.364058046,0.438344405,0.438344405,*,CCDC24
CCDC25,-0.056854288,0.633320791,0.633320791,*,CCDC25
CCDC28A,-0.12531092,0.550919299,0.550919299,*,CCDC28A
CCDC28A-AS1,-0.868213471,0.539847442,0.539847442,*,CCDC28A-AS1
CCDC28B,-0.166086792,0.356623414,0.356623414,*,CCDC28B
CCDC3,0.214846093,0.613761509,0.613761509,*,CCDC3
CCDC30,1.8062787,0.553682219,0.553682219,*,CCDC30
CCDC32,0.048909401,0.736386961,0.736386961,*,CCDC32
CCDC34,0.307654969,0.100745409,0.100745409,*,CCDC34
CCDC39,-0.387068686,0.803500738,0.803500738,*,CCDC39
CCDC40,-0.550781938,0.54268279,0.54268279,*,CCDC40
CCDC40-2,-0.550781938,0.54268279,0.54268279,*,CCDC40
CCDC42,-1.879573847,0.641745938,0.641745938,*,CCDC42
CCDC43,-0.086271244,0.555176709,0.555176709,*,CCDC43
CCDC47,0.159653282,0.046824517,0.046824517,*,CCDC47
CCDC50,0.253244514,2.59E-06,2.59E-06,*,CCDC50
CCDC51,0.26734448,0.176400397,0.176400397,*,CCDC51
CCDC54,-1.891897788,0.536337212,0.536337212,*,CCDC54
CCDC54-AS1,-1.005262704,0.805404059,0.805404059,*,CCDC54-AS1
CCDC57,-0.22826495,0.301891739,0.301891739,*,CCDC57
CCDC59,0.011359838,0.95305165,0.95305165,*,CCDC59
CCDC6,0.09166206,0.229537184,0.229537184,*,CCDC6
CCDC61,0.201419666,0.43179038,0.43179038,*,CCDC61
CCDC62,-1.449723808,0.691447471,0.691447471,*,CCDC62
CCDC65,-0.89089701,0.608543742,0.608543742,*,CCDC65
CCDC66,0.403041826,0.285136195,0.285136195,*,CCDC66
CCDC68,0.2689996,0.166550519,0.166550519,*,CCDC68
CCDC69,-0.326337748,0.372357291,0.372357291,*,CCDC69
CCDC7,-0.187623339,0.805582464,0.805582464,*,CCDC7
CCDC71,-0.122629209,0.328364401,0.328364401,*,CCDC71
CCDC71L,0.14540204,0.084012869,0.084012869,*,CCDC71L
CCDC73,0.918290647,0.821944146,0.821944146,*,CCDC73
CCDC74A,0.398153087,0.192648547,0.192648547,*,CCDC74A
CCDC74B,0.308139422,0.661976608,0.661976608,*,CCDC74B
CCDC74B-2,0.464216604,0.648438301,0.648438301,*,CCDC74B
CCDC77,-0.036067604,0.901456084,0.901456084,*,CCDC77
CCDC78,2.05612356,0.022897897,0.022897897,Up,CCDC78
CCDC8,-0.210056792,0.293504114,0.293504114,*,CCDC8
CCDC80,-0.229751787,1.78E-06,1.78E-06,*,CCDC80
CCDC81,-0.372649793,0.17571847,0.17571847,*,CCDC81
CCDC82,0.303529833,0.110320399,0.110320399,*,CCDC82
CCDC85A,-1.996874091,0.620212066,0.620212066,*,CCDC85A
CCDC85B,-0.063009103,0.573743859,0.573743859,*,CCDC85B
CCDC85C,0.072969134,0.396840825,0.396840825,*,CCDC85C
CCDC86,-0.043338158,0.626190629,0.626190629,*,CCDC86
CCDC86-AS1,-1.005262704,0.805404059,0.805404059,*,CCDC86-AS1
CCDC87,-0.219913956,0.831150274,0.831150274,*,CCDC87
CCDC88A,0.153657723,0.202869299,0.202869299,*,CCDC88A
CCDC88B,-0.922777399,0.288784648,0.288784648,*,CCDC88B
CCDC88C,-1.205680399,0.613452784,0.613452784,*,CCDC88C
CCDC88C-DT,1.7826395,0.659091782,0.659091782,*,CCDC88C-DT
CCDC89,1.185422528,0.006235212,0.006235212,Up,CCDC89
CCDC9,0.075141229,0.493810622,0.493810622,*,CCDC9
CCDC90B,0.068840606,0.55380171,0.55380171,*,CCDC90B
CCDC91,0.166272673,0.439812805,0.439812805,*,CCDC91
CCDC92,0.05603398,0.594125122,0.594125122,*,CCDC92
CCDC92-2,0.064408937,0.71095679,0.71095679,*,CCDC92
CCDC92B,-0.003305851,0.999285334,0.999285334,*,CCDC92B
CCDC93,-0.025665434,0.834919473,0.834919473,*,CCDC93
CCDC96,-0.003057041,0.992356941,0.992356941,*,CCDC96
CCDC97,-0.033959528,0.765026572,0.765026572,*,CCDC97
CCDC9B,-0.054591616,0.458018031,0.458018031,*,CCDC9B
CCHCR1,0.208809101,0.556670465,0.556670465,*,CCHCR1
CCHCR1-2,1.463952165,0.081644502,0.081644502,*,CCHCR1
CCHCR1-3,1.564923647,0.223819854,0.223819854,*,CCHCR1
CCHCR1-4,0.294221043,0.207181153,0.207181153,*,CCHCR1
CCHCR1-5,-0.322148811,0.195420407,0.195420407,*,CCHCR1
CCHCR1-6,-0.402503891,0.416496316,0.416496316,*,CCHCR1
CCIN,0.428746365,0.44975036,0.44975036,*,CCIN
CCK,2.410477663,0.546157945,0.546157945,*,CCK
CCL11,-1.996874091,0.620212066,0.620212066,*,CCL11
CCL13,-4.330462006,0.05550651,0.05550651,*,CCL13
CCL2,-1.169437252,1.71E-23,1.71E-23,Down,CCL2
CCL24,1.296829015,0.632234228,0.632234228,*,CCL24
CCL25,0.869585573,0.812306854,0.812306854,*,CCL25
CCL26,-0.261412382,0.805136115,0.805136115,*,CCL26
CCL28,-0.879609936,0.668220423,0.668220423,*,CCL28
CCL5,0.918290647,0.821944146,0.821944146,*,CCL5
CCL5-2,-2.896996414,0.369957257,0.369957257,*,CCL5
CCL7,0.756708648,0.662711101,0.662711101,*,CCL7
CCM2,0.081840499,0.324493541,0.324493541,*,CCM2
CCN1,-0.493553308,2.51E-36,2.51E-36,*,CCN1
CCN2,-0.427812013,3.77E-30,3.77E-30,*,CCN2
CCN3,-0.364652313,0.178698754,0.178698754,*,CCN3
CCN4,-0.49251739,0.157057558,0.157057558,*,CCN4
CCN5,-3.82226692,0.218945552,0.218945552,*,CCN5
CCNA1,0.918290647,0.821944146,0.821944146,*,CCNA1
CCNA2,0.197959689,0.01594893,0.01594893,*,CCNA2
CCNB1,0.172671378,0.005109359,0.005109359,*,CCNB1
CCNB1IP1,0.085071206,0.626421756,0.626421756,*,CCNB1IP1
CCNB1IP1-2,0.085071206,0.626421756,0.626421756,*,CCNB1IP1
CCNB2,0.263296625,0.002690116,0.002690116,*,CCNB2
CCNB3,-1.005262704,0.805404059,0.805404059,*,CCNB3
CCNC,0.022882829,0.842805151,0.842805151,*,CCNC
CCND1,0.205955623,1.79E-05,1.79E-05,*,CCND1
CCND2,-0.090634852,0.759801256,0.759801256,*,CCND2
CCND2-AS1,-1.939105817,0.630783075,0.630783075,*,CCND2-AS1
CCND3,-0.247150729,0.002240461,0.002240461,*,CCND3
CCNDBP1,-0.093174523,0.294612613,0.294612613,*,CCNDBP1
CCNE1,-0.154928939,0.443179589,0.443179589,*,CCNE1
CCNE2,-0.088012064,0.772375364,0.772375364,*,CCNE2
CCNF,0.169108582,0.096131575,0.096131575,*,CCNF
CCNG1,0.102270796,0.149794791,0.149794791,*,CCNG1
CCNG2,-0.120128277,0.383685815,0.383685815,*,CCNG2
CCNH,0.069003901,0.647648287,0.647648287,*,CCNH
CCNI,-0.095572982,0.071652513,0.071652513,*,CCNI
CCNI2,-0.043482025,0.991497804,0.991497804,*,CCNI2
CCNJ,0.086378621,0.720574003,0.720574003,*,CCNJ
CCNJL,0.187413266,0.607268073,0.607268073,*,CCNJL
CCNK,-0.001775523,0.980672483,0.980672483,*,CCNK
CCNL1,-0.081315279,0.570656635,0.570656635,*,CCNL1
CCNL2,-0.140832388,0.103788749,0.103788749,*,CCNL2
CCNO,0.918290647,0.821944146,0.821944146,*,CCNO
CCNP,-0.185238724,0.880686599,0.880686599,*,CCNP
CCNQ,0.096535011,0.431069065,0.431069065,*,CCNQ
CCNT1,0.069716755,0.626571176,0.626571176,*,CCNT1
CCNT2,0.112517179,0.57127914,0.57127914,*,CCNT2
CCNT2-AS1,0.611801333,0.664085042,0.664085042,*,CCNT2-AS1
CCNY,-0.069418134,0.305016278,0.305016278,*,CCNY
CCNYL1,-0.251851535,0.034575895,0.034575895,*,CCNYL1
CCP110,0.158928124,0.402027611,0.402027611,*,CCP110
CCPG1,-0.021884359,0.869871172,0.869871172,*,CCPG1
CCR1,-1.005262704,0.805404059,0.805404059,*,CCR1
CCR10,-0.074293131,0.914972686,0.914972686,*,CCR10
CCR3,-1.996874091,0.620212066,0.620212066,*,CCR3
CCR4,-1.828313995,0.651239241,0.651239241,*,CCR4
CCR6,-0.046281226,0.98954821,0.98954821,*,CCR6
CCR7,-0.777316343,0.531476559,0.531476559,*,CCR7
CCRL2,0.067926485,0.921070627,0.921070627,*,CCRL2
CCS,-0.092998319,0.585102922,0.585102922,*,CCS
CCSAP,-0.039029276,0.836075944,0.836075944,*,CCSAP
CCSER1,-0.043482025,0.991497804,0.991497804,*,CCSER1
CCSER2,0.197432526,0.060337772,0.060337772,*,CCSER2
CCT2,0.08197456,0.22961411,0.22961411,*,CCT2
CCT3,0.059169298,0.194705081,0.194705081,*,CCT3
CCT4,0.094250612,0.119442479,0.119442479,*,CCT4
CCT5,0.129173641,0.017899478,0.017899478,*,CCT5
CCT6A,0.223519592,0.000839317,0.000839317,*,CCT6A
CCT6B,-1.107090203,0.178674576,0.178674576,*,CCT6B
CCT7,0.000140219,0.99789925,0.99789925,*,CCT7
CCT8,0.176445613,0.058663798,0.058663798,*,CCT8
CCT8-2,0.174879556,0.0624215,0.0624215,*,CCT8
CCZ1,-0.057471422,0.647492427,0.647492427,*,CCZ1
CCZ1B,0.035858378,0.707108931,0.707108931,*,CCZ1B
CD101-AS1,3.949871016,0.186034452,0.186034452,*,CD101-AS1
CD109,0.33445096,7.27E-06,7.27E-06,*,CD109
CD109-AS1,-0.001730079,0.99781318,0.99781318,*,CD109-AS1
CD14,-0.372277464,0.662217662,0.662217662,*,CD14
CD151,-0.006935031,0.90557021,0.90557021,*,CD151
CD160,0.797879352,0.396297529,0.396297529,*,CD160
CD163,-1.005262704,0.805404059,0.805404059,*,CD163
CD163L1,0.230784146,0.581161465,0.581161465,*,CD163L1
CD164,0.17025054,0.008979334,0.008979334,*,CD164
CD177,0.799184739,0.481892358,0.481892358,*,CD177
CD180,-1.005262704,0.805404059,0.805404059,*,CD180
CD1D,1.76841863,0.661743831,0.661743831,*,CD1D
CD200,-0.056569138,0.982440985,0.982440985,*,CD200
CD200R1,3.498295569,0.293317061,0.293317061,*,CD200R1
CD22,3.182500369,0.135404902,0.135404902,*,CD22
CD226,-2.586033194,0.516781675,0.516781675,*,CD226
CD24,-1.005262704,0.805404059,0.805404059,*,CD24
CD247,-1.914412848,0.635321971,0.635321971,*,CD247
CD248,-0.033394954,0.618367334,0.618367334,*,CD248
CD27,-1.939105817,0.630783075,0.630783075,*,CD27
CD274,0.575780885,9.61E-05,9.61E-05,*,CD274
CD276,-0.07229947,0.235338516,0.235338516,*,CD276
CD27-AS1,-0.03804383,0.880610224,0.880610224,*,CD27-AS1
CD2AP,0.108020344,0.500387123,0.500387123,*,CD2AP
CD2BP2,-0.042887577,0.522461361,0.522461361,*,CD2BP2
CD2BP2-DT,0.236220585,0.62989156,0.62989156,*,CD2BP2-DT
CD302,-0.366597173,0.016871667,0.016871667,*,CD302
CD320,0.042959873,0.710054577,0.710054577,*,CD320
CD34,0.406742386,0.713358944,0.713358944,*,CD34
CD36,0.302156013,0.770948136,0.770948136,*,CD36
CD37,-0.265654538,0.771457584,0.771457584,*,CD37
CD3G,0.918290647,0.821944146,0.821944146,*,CD3G
CD4,-0.143036641,0.098791412,0.098791412,*,CD4
CD40,0.743540681,0.598688495,0.598688495,*,CD40
CD44,-0.086885268,0.040957751,0.040957751,*,CD44
CD44-AS1,-0.773444056,0.325514145,0.325514145,*,CD44-AS1
CD44-DT,-2.049761658,0.189961997,0.189961997,*,CD44-DT
CD46,-0.019755688,0.82594396,0.82594396,*,CD46
CD47,-0.128967308,0.035836746,0.035836746,*,CD47
CD52,-1.465172369,0.580526886,0.580526886,*,CD52
CD55,-0.067783675,0.437950032,0.437950032,*,CD55
CD58,0.483302224,0.116994796,0.116994796,*,CD58
CD59,0.091251197,0.069930085,0.069930085,*,CD59
CD6,-1.828313995,0.651239241,0.651239241,*,CD6
CD63,-0.025604826,0.610341786,0.610341786,*,CD63
CD63-AS1,-0.514509539,0.156834933,0.156834933,*,CD63-AS1
CD68,-0.004484895,0.957186554,0.957186554,*,CD68
CD69,1.76841863,0.661743831,0.661743831,*,CD69
CD7,-1.939105817,0.630783075,0.630783075,*,CD7
CD70,-0.866532983,0.830355314,0.830355314,*,CD70
CD72,-1.184120693,0.23015644,0.23015644,*,CD72
CD74,-0.293029547,0.832683604,0.832683604,*,CD74
CD79A,-1.05833821,0.48753057,0.48753057,*,CD79A
CD79B,-0.866532983,0.830355314,0.830355314,*,CD79B
CD81,-0.066264799,0.314167777,0.314167777,*,CD81
CD81-AS1,-2.25947907,0.288337642,0.288337642,*,CD81-AS1
CD82,0.266301665,0.000196132,0.000196132,*,CD82
CD83,-0.189817449,0.575108437,0.575108437,*,CD83
CD86,-1.005262704,0.805404059,0.805404059,*,CD86
CD9,-0.051553795,0.366033871,0.366033871,*,CD9
CD93,-0.043482025,0.991497804,0.991497804,*,CD93
