GeneID,Con_1,Con_2,Con_3,DMEM_1,DMEM_2,DMEM_3,logFC,Pvalue,FDR,I6_1,I6_2,I6_3,logFC,Pvalue,FDR,R2_1,R2_2,R2_3,logFC,Pvalue,FDR
VARS1-6,2.64,0,0,0,0,0,6.905275843,0.077486634,0.077486634,0,0,0,-6.884383934,0.078388484,0.078388484,0,0,0,0,0,0
TXNRD3,2.21,2.33,1.9,2.21,2.29,2.1,0.04235877,0.846306729,0.846306729,2.34,2.59,2.56,0.147858345,0.48515346,0.48515346,1.93,2.34,2.03,-0.224332018,0.252803643,0.252803643
HOGA1,0.26,0.27,0.29,0.31,0.2,0.34,0.093604702,0.8950721,0.8950721,0.16,0.13,0.15,-1.017266529,0.196200401,0.196200401,0.17,0.25,0.32,0.751222135,0.339439202,0.339439202
ING1,6.29,7.68,7.08,6.74,6.28,7.29,0.206108959,0.174180031,0.174180031,7.48,7.3,8.16,0.036778582,0.788782841,0.788782841,8.14,8.7,7.8,0.119489014,0.294653141,0.294653141
TNFRSF13C,0.14,0.11,0.1,0.11,0.09,0.08,0.346810884,0.658111157,0.658111157,0.15,0.13,0.05,-0.161785715,0.843240282,0.843240282,0.05,0.09,0.08,-0.569704751,0.501318077,0.501318077
RGL2-3,2.95,4.09,20.73,5.13,7.8,7.01,0.628498674,0.460905785,0.460905785,9.48,5.04,2.54,-0.75712701,0.41632511,0.41632511,8.99,9.88,7.37,0.520281916,0.269588453,0.269588453
TMEM238,17.27,12.21,16.11,6.49,7.41,7.53,1.201776214,3.44E-05,3.44E-05,9.07,8.19,7.4,-1.014239089,0.000352361,0.000352361,8.77,9.03,8.96,0.217738331,0.382943019,0.382943019
NLRC5,6.55,6.05,6.76,6.14,6.07,6.12,0.180816161,0.145177606,0.145177606,6.61,6.39,5.89,-0.152791208,0.229670833,0.229670833,5.59,7.24,6.22,-0.001168614,0.9918422,0.9918422
DDB2,28.96,27.68,28.58,23.45,25.09,22.61,0.363702768,0.000174238,0.000174238,24.97,23.15,20.8,-0.391548886,0.00054458,0.00054458,25.17,24.65,26.15,0.165908047,0.09650445,0.09650445
TAFA2,0,0.01,0,0.1,0.02,0.16,-3.683117161,0.067136917,0.067136917,0,0,0,-1.117083236,0.784266619,0.784266619,0,0.02,0,0.995098905,0.807332645,0.807332645
PPP2R5D,67.1,62.66,70.98,64,62.49,64.71,0.153289695,0.082307066,0.082307066,65.35,64.2,63.36,-0.133656802,0.131941503,0.131941503,60.68,63.08,59.97,-0.041980183,0.32461986,0.32461986
SEMA7A,22.82,19.76,21.69,19.03,17.1,21.12,0.177052793,0.12915165,0.12915165,21.5,21.39,20.87,-0.035988061,0.74330665,0.74330665,17.67,19.32,19.6,-0.112253565,0.079025717,0.079025717
CORO1C,90.61,101.86,90.47,113.74,115.85,112.02,-0.195674604,4.30E-05,4.30E-05,121.77,121.27,122.53,0.300394073,1.11E-11,1.11E-11,119.96,117.39,117.71,-0.017626316,0.498796614,0.498796614
PRDM1,0.41,0.43,0.45,0.59,0.51,0.65,-0.352238653,0.294865491,0.294865491,0.64,0.88,1.12,0.960773757,0.006741813,0.006741813,0.65,0.39,0.56,-0.691332363,0.041898742,0.041898742
VKORC1,143.47,128.47,140.2,106.34,114.05,104.06,0.454958047,2.60E-05,2.60E-05,103.46,109.76,110.69,-0.468727178,7.35E-06,7.35E-06,107.28,124.45,114.87,0.186453668,0.038315982,0.038315982
ZNF217,7.58,8.66,7.51,12.3,11.53,12.14,-0.525250083,1.37E-10,1.37E-10,11.63,11.5,12.14,0.477885714,1.52E-09,1.52E-09,11.03,8.95,9.74,-0.222697617,0.024860128,0.024860128
ZDHHC8,10.16,8.01,9.18,7.85,8.74,8.21,0.290346811,0.051833036,0.051833036,8.57,8.86,8.75,-0.196737958,0.181571889,0.181571889,7.64,8.38,7.84,-0.073867065,0.397380494,0.397380494
POU2AF3,0.06,0,0,0,0,0,1.13719805,0.780480655,0.780480655,0,0,0,-1.117083236,0.784266619,0.784266619,0,0,0,0,0,0
APCDD1L,4.73,4.64,4.53,5.05,5.26,4.34,0.003054059,0.983384103,0.983384103,4.59,4.3,4.2,-0.15703915,0.245124912,0.245124912,4.48,4.32,4.34,0.030817305,0.79327394,0.79327394
RDH11,30.81,30.78,28.52,38.89,40.03,38.56,-0.302845943,7.43E-05,7.43E-05,39.85,39.19,37.8,0.300168728,7.77E-05,7.77E-05,37.54,35.05,37,-0.062214644,0.268098763,0.268098763
INO80D,0.16,0.58,0.14,0.69,0.46,0.82,-1.075373212,0.042580942,0.042580942,0.53,0.48,0.48,0.674241646,0.197261846,0.197261846,0.43,0.23,0.34,-0.554879012,0.035591644,0.035591644
ZSWIM4-2,1.51,1.39,1.35,1.24,1.25,1.32,0.243444494,0.252533249,0.252533249,1.16,1.12,0.99,-0.465220811,0.037365455,0.037365455,1.14,1.13,1.05,0.031055051,0.88379764,0.88379764
TFAP4,8.69,9.43,9.79,8.59,8.87,8.9,0.161071416,0.2237957,0.2237957,8.87,8.85,8.46,-0.166198833,0.20757298,0.20757298,7.72,11.23,9.7,0.16371699,0.314717896,0.314717896
SF3B1,19.84,28.64,18.93,35.96,37.61,36.9,-0.575373584,2.84E-05,2.84E-05,36.11,33.6,34.97,0.516544966,0.000114943,0.000114943,31.16,18.73,23.72,-0.467332639,4.33E-05,4.33E-05
PFDN5-2,276.65,252.99,265.63,209.15,215.94,206.71,0.457790678,6.47E-07,6.47E-07,195.71,191.05,193.58,-0.594547925,7.33E-11,7.33E-11,219.22,235.47,226.51,0.362439618,5.66E-06,5.66E-06
RASA3,6.97,7.98,8.6,8.3,10.28,7.8,-0.094462745,0.519932497,0.519932497,9.49,9.31,9.05,0.181087092,0.119639748,0.119639748,10.95,9.15,11.48,0.178163479,0.065424936,0.065424936
FADS2,60.1,52.11,59.75,54.05,56.06,56.05,0.127932901,0.210307943,0.210307943,52.1,52.41,52.45,-0.214574055,0.034925327,0.034925327,53.01,52.88,54.21,0.063741989,0.109806553,0.109806553
FOXP1,6.28,7.2,5.76,9.43,8.61,9.47,-0.408207299,0.000142187,0.000142187,8.87,8.58,8.61,0.380405394,8.63E-05,8.63E-05,7.85,7.05,7.54,-0.205047852,0.0067721,0.0067721
TADA1,5.45,5.96,5.62,8.13,7.45,8.45,-0.416868679,0.006006548,0.006006548,7.61,7.71,8.08,0.382784724,0.009251816,0.009251816,8.46,8.18,8.89,0.15871656,0.192774536,0.192774536
BLZF1,5.33,8.04,5.76,7.69,7.08,8.09,-0.187389424,0.301516417,0.301516417,9.28,8.41,8.06,0.375514153,0.040455388,0.040455388,7.32,4.39,5.27,-0.558445716,0.00488814,0.00488814
ESCO2,2.82,4.33,2.4,4.36,4.2,4.43,-0.3208502,0.225458282,0.225458282,4.52,4.62,4.29,0.395858546,0.130457975,0.130457975,3.65,2.63,2.91,-0.630927585,3.83E-05,3.83E-05
FBXO25,1.01,0.97,0.85,1.17,1.06,1.22,-0.208223878,0.230591225,0.230591225,1.22,1.08,1.06,0.176858885,0.311890837,0.311890837,1.1,1.01,1.05,-0.069666165,0.633384597,0.633384597
MSANTD2,3.77,6.66,3.09,4.47,4.92,3.98,0.029150188,0.930359203,0.930359203,6.43,5.1,4.36,0.118648069,0.720583176,0.720583176,5.33,5.27,5.16,-0.061269867,0.711554869,0.711554869
CD80,0,0,0.02,0.02,0,0.05,-1.666340675,0.601087983,0.601087983,0,0,0,-1.117083236,0.784266619,0.784266619,0.01,0.01,0.01,0.01,0.01,0.01
MKLN1,5.33,6.33,5.75,8.6,7.09,9.05,-0.525164276,0.035631592,0.035631592,8.02,9.11,9.06,0.486191584,0.050325024,0.050325024,6,4.08,5.13,-0.588591009,3.41E-06,3.41E-06
DNAJC28-2,0.2,0.1,0.02,0.13,0.22,0.04,-0.244323298,0.883702405,0.883702405,0.08,0.04,0.14,-0.342866609,0.843645213,0.843645213,0.2,0.06,0.14,0.617428353,0.653208875,0.653208875
MRFAP1L1,17.92,23.87,20.44,31,27.76,33.63,-0.488500544,0.000213314,0.000213314,29.61,30.3,31.24,0.472107574,5.29E-05,5.29E-05,28.08,22.69,25.3,-0.222366731,0.024096739,0.024096739
OR2T6-2,0,0,0,0.01,0,0.01,-0.786355302,0.847184675,0.847184675,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
HMGB1,80.46,85.86,78.76,92.87,88.96,92.95,-0.210890044,6.82E-06,6.82E-06,96.34,94.03,95.51,0.184693685,3.80E-05,3.80E-05,86.64,71.25,77.82,-0.332975834,3.17E-07,3.17E-07
COX1,5970.61,5652.87,5903.71,6405.76,6539.02,6258.31,-0.044565981,0.500332539,0.500332539,6306.91,6185.76,6061.52,-0.003050878,0.962608327,0.962608327,5885.59,5641.25,5752.77,-0.060886992,0.002298708,0.002298708
PPP6R2,11.32,12.12,12.07,9.76,9.67,9.83,0.34843354,7.02E-05,7.02E-05,10.68,10.92,11.31,-0.183264352,0.03801786,0.03801786,10.12,10.93,10.9,-0.023834559,0.757987751,0.757987751
FRG1-DT-2,0,0,0,0.17,0.03,0.24,-3.633001788,0.27746032,0.27746032,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
RASGRP2,0.09,0.14,0.14,0.12,0.22,0,0.327365465,0.811277787,0.811277787,0.07,0.02,0.02,-1.745341009,0.173684507,0.173684507,0.21,0.17,0.18,2.306421317,0.034539785,0.034539785
ZNF341,2.39,2.37,2.81,1.95,1.93,1.97,0.451133081,0.031699777,0.031699777,2.62,2.38,2.17,-0.172500104,0.41582968,0.41582968,2.07,2.16,2.04,-0.144626861,0.4336188,0.4336188
SCRN2,23.19,20.68,25.07,17.51,18.08,16.62,0.45689562,0.001766855,0.001766855,15.2,14.84,15.53,-0.652252502,6.84E-06,6.84E-06,17.26,17.05,16.93,0.19663222,0.05240247,0.05240247
ITIH1,0.05,0,0,0,0,0,2.04605018,0.612272264,0.612272264,0,0,0,-2.025303345,0.61588933,0.61588933,0,0.02,0,0.995098905,0.807332645,0.807332645
LAMTOR5,307.97,272.55,288.07,254.79,262.83,250.38,0.287723736,0.002655138,0.002655138,255.28,239.91,226.72,-0.40654565,2.92E-05,2.92E-05,287.48,278.03,283.79,0.356198,8.92E-10,8.92E-10
ZNF197,0.65,0.87,0.46,0.96,0.8,1.02,-0.294200859,0.357028203,0.357028203,0.95,0.94,0.83,0.54188882,0.081574846,0.081574846,0.97,0.49,0.73,-0.554805256,0.027605968,0.027605968
RCBTB2,0.78,1.22,0.46,0.67,0.62,0.87,0.34633488,0.472812264,0.472812264,1.5,1.11,1.09,0.3370594,0.437460577,0.437460577,0.97,0.73,0.71,-0.383328725,0.22151577,0.22151577
IFT88,1.09,1.69,0.86,2.2,2.25,2.43,-0.865474756,0.005158926,0.005158926,1.67,1.75,2.03,0.53213398,0.106934593,0.106934593,2.44,1.14,1.67,-0.181292532,0.556383581,0.556383581
ISY1,10.29,12.69,11.44,11.67,11.7,11.53,0.087359398,0.465347231,0.465347231,11.95,11.88,12.21,-0.055940401,0.638755933,0.638755933,14.44,13.8,14.31,0.287914792,0.003011695,0.003011695
CRACR2A,6.43,6.28,5.57,7.66,7.55,7.53,-0.207354107,0.03257559,0.03257559,7.6,7.94,8.99,0.375648971,7.41E-05,7.41E-05,6.74,7.85,7.58,-0.170196648,0.050189261,0.050189261
RARRES2,38.95,32.96,35.88,21.61,23.66,20.67,0.819627175,6.49E-06,6.49E-06,16.71,15.48,16.31,-1.279010459,5.46E-12,5.46E-12,25.13,16.24,20.53,0.448656683,0.030337919,0.030337919
DEFB1,0,0,0,1.59,0,1.53,-2.642413962,0.506172383,0.506172383,0.340537544,0.340537544,0.340537544,0.340537544,0.340537544,0.340537544,1.74,0.44,0.5,3.218788343,0.241075087,0.241075087
BAG6,10.12,5.5,7.41,8.29,8.09,10.87,-0.165832165,0.51049267,0.51049267,10.68,11.39,11.83,0.481718981,0.038535223,0.038535223,9.44,7.22,9.55,-0.362047433,0.004309756,0.004309756
BAZ1B,19.55,24.72,20.75,31.08,30.06,32.21,-0.459433638,1.29E-09,1.29E-09,31.46,32.48,32.89,0.518800738,6.41E-13,6.41E-13,27.59,22.99,25.42,-0.333889287,8.30E-07,8.30E-07
DHX29,6.51,9.24,5.8,11.1,9.56,11.84,-0.523005984,0.001984012,0.001984012,10.68,11.03,10.44,0.513931031,0.000964671,0.000964671,9.36,5.92,7.51,-0.47372529,0.001679469,0.001679469
KRTAP5-9,0,0.05,0,0,0,0.1,-0.651541866,0.872009217,0.872009217,0,0,0,-1.117083236,0.784266619,0.784266619,0,0,0,0,0,0
MCPH1-DT-2,0.34,0.25,0.31,0.46,0.55,0.35,-0.533528295,0.36762222,0.36762222,0.25,0.22,0.23,-0.411428028,0.533976758,0.533976758,0.27,0.33,0.32,0.391866182,0.511201445,0.511201445
RGPD6,1.06,2.46,0.54,1.68,2.11,2.01,-0.483645219,0.267070786,0.267070786,1.45,1.11,1.81,0.037304094,0.935591105,0.935591105,1.08,1.43,0.53,-0.576275707,0.075741836,0.075741836
NOL9,5.89,6.78,5.5,8.01,7.71,7.85,-0.30961751,0.010245944,0.010245944,7.21,8.34,8.22,0.271995534,0.029380832,0.029380832,8.35,8.61,8.35,0.093862118,0.326508095,0.326508095
RTL3,0.32,0.43,0.27,0.35,0.49,0.46,-0.26683311,0.623044795,0.623044795,0.28,0.27,0.28,-0.353183136,0.542320676,0.542320676,0.16,0.14,0.14,-0.932487482,0.145998136,0.145998136
PCDHGA7,0.14,0.44,0.02,0.02,0.02,0.03,3.023452255,0.026923162,0.026923162,0.17,0.04,0.04,-0.805954332,0.511950164,0.511950164,0.06,0.06,0.03,-0.878453574,0.429515612,0.429515612
STAG1,3.07,5.61,2.87,6.09,5.59,6.28,-0.609066884,0.003166601,0.003166601,5.32,5.67,5.39,0.402986875,0.052815498,0.052815498,5,3.36,4.21,-0.336788663,0.01265209,0.01265209
DAPK1,1.04,0.88,1.06,0.9,0.95,0.82,0.085666691,0.716694569,0.716694569,0.79,0.83,0.88,-0.112619036,0.628163856,0.628163856,1.2,1.1,1.1,0.434346633,0.027275638,0.027275638
SRGAP1,3.36,4.52,4.2,5.39,5.03,6.67,-0.339733852,0.004149436,0.004149436,5.8,5.07,4.22,0.364578402,0.002214658,0.002214658,6.82,4.54,5.49,-0.104850366,0.237611555,0.237611555
SNX14,12.31,15.03,12.94,15.1,15.01,15.52,-0.090433016,0.340406804,0.340406804,14.94,15.38,15.39,0.096159686,0.30710189,0.30710189,13.8,11.34,12.66,-0.239954067,0.008993181,0.008993181
MAPK6,4.61,7.59,4.96,7.78,8.06,10.13,-0.598458381,0.000227157,0.000227157,8.3,9.46,9.86,0.658807756,2.27E-05,2.27E-05,6.82,4.56,5.16,-0.632313345,4.82E-07,4.82E-07
NMNAT2,4.67,4.35,5.2,6.5,6.83,6.3,-0.39121297,0.00295339,0.00295339,5.67,5.62,5.34,0.159296187,0.234658709,0.234658709,6.39,5.04,5.67,0.059464306,0.601138446,0.601138446
GPR137C,0.55,1,0.71,0.88,0.92,1.02,-0.047011771,0.898002176,0.898002176,1.3,0.98,0.72,0.268111325,0.513792917,0.513792917,1.11,0.68,0.87,-0.21437241,0.528958981,0.528958981
OR14J1-5,0,0.03,0,0,0,0,2.477173484,0.536103595,0.536103595,0,0,0,-2.454720262,0.539822093,0.539822093,0,0.01,0,0.995098905,0.807332645,0.807332645
DNAJC7,42.02,45.36,47.97,58.28,58.17,58.73,-0.295664957,0.000361229,0.000361229,58.8,57.86,55.45,0.274858191,0.001346984,0.001346984,52.96,46.77,49.87,-0.176204288,0.006166157,0.006166157
MRPL20,152.71,140.27,141.79,112.31,122.95,103.32,0.476020656,2.36E-05,2.36E-05,110.53,104.74,103.76,-0.556799025,5.84E-09,5.84E-09,136.14,138,137.79,0.457830198,5.12E-11,5.12E-11
CCNI2,0.02,0.12,0,0.06,0.1,0.04,-0.463393861,0.778827876,0.778827876,0.15,0.1,0.08,1.212240961,0.403677295,0.403677295,0.08,0,0.04,-1.452822976,0.256707924,0.256707924
CTTNBP2NL,3.31,4.11,3.41,4.88,4.59,5.32,-0.368287538,0.004101637,0.004101637,5.49,5.35,5.21,0.495465734,1.73E-05,1.73E-05,4.67,4.06,4.23,-0.284840866,0.003469515,0.003469515
ARHGAP19-SLIT1,0.22,0.43,0.2,0.63,0.46,0.59,-0.924656002,0.166400412,0.166400412,0.42,0.59,0.56,0.828432234,0.219647447,0.219647447,0.35,0,0.11,-1.809368949,0.062485887,0.062485887
TIMM23,123.32,128.17,119.95,129.73,130.59,130.28,0.018110733,0.762974815,0.762974815,125.49,130.52,132.15,-0.027582204,0.663671939,0.663671939,129.16,133.67,127.41,0.062079008,0.243317082,0.243317082
RXFP1,0,0.05,0,0,0,0,2.477173484,0.536103595,0.536103595,0,0.05,0.11,1.585616047,0.528809356,0.528809356,0.02,0,0,-3.063237271,0.200583982,0.200583982
PATZ1,8.1,7.81,9.09,8.47,8.92,7.41,0.080035857,0.558083766,0.558083766,7.61,7.71,7.29,-0.184420292,0.15027498,0.15027498,7.84,8.36,7.88,0.126410964,0.176052399,0.176052399
FOXP3,0.08,0,0.08,0,0,0.02,2.727853915,0.326751093,0.326751093,0.02,0,0.03,-1.807350723,0.433692712,0.433692712,0.18,0.1,0.15,3.122807822,0.037680633,0.037680633
UTP11,17.89,18.92,16.16,19.82,21,19.77,-0.113139315,0.279114641,0.279114641,21.51,21.12,20.27,0.172387862,0.087637182,0.087637182,18.88,18.45,18.21,-0.145791377,0.068846734,0.068846734
TADA3,102.58,96,107.19,74.37,72.06,74.76,0.551531472,2.26E-10,2.26E-10,79.15,76.63,74.96,-0.486197552,3.35E-08,3.35E-08,77.87,78.08,78.01,0.054532372,0.220472616,0.220472616
MORF4L2,142.88,133.64,137.77,157.98,159.06,157.79,-0.114271051,0.115529467,0.115529467,170.75,170.71,166.61,0.216660517,0.002759557,0.002759557,147.1,126.37,138.47,-0.266405229,6.17E-07,6.17E-07
NME6,14.11,12.33,11.52,11.19,13.47,10.66,0.118699412,0.324446621,0.324446621,14.31,13.89,12.09,0.129531423,0.259040111,0.259040111,13.25,13.31,12.97,-0.07274962,0.351056718,0.351056718
SCNN1D,1.26,1.17,0.95,1.52,1.13,1.43,-0.182522223,0.556630495,0.556630495,0.98,1.14,1.13,-0.131146269,0.669840873,0.669840873,1.04,0.83,0.88,-0.23751706,0.407052451,0.407052451
ZNF83,1.25,3.27,2.09,4.26,4.29,2.96,-0.954770619,0.04223976,0.04223976,3.32,3.62,3.45,1.160705597,0.013245681,0.013245681,1.91,1.78,1.77,-1.035632134,5.95E-09,5.95E-09
EXOSC1,57.44,59.81,62.88,51.71,55,50.45,0.284914723,0.003008967,0.003008967,52.39,50.22,50.69,-0.320435433,0.000424576,0.000424576,58.18,64.45,62.62,0.322040051,5.35E-05,5.35E-05
DDX51-2,6.34,4.57,6.02,0.06,4.8,0,1.772987833,0.442903972,0.442903972,5.44,5.32,5.08,-0.206357391,0.150598182,0.150598182,5.06,4.82,4.89,0.16420195,0.102989948,0.102989948
CIAPIN1,50.76,45.4,51.05,46.31,45.83,46.09,0.1750748,0.078886674,0.078886674,40.35,42.39,42.88,-0.313152497,0.00240518,0.00240518,46.61,48.96,49.48,0.246222652,6.30E-05,6.30E-05
UBA6-DT,11.47,10.5,6.86,3.81,3.52,5.83,0.417890437,0.079101798,0.079101798,5.7,5.02,5.83,-0.425556983,0.060009171,0.060009171,5.87,7.81,6.27,0.390895876,0.06594245,0.06594245
COL7A1,4.46,4.59,4.69,4.77,4.23,5.04,0.030391704,0.763510894,0.763510894,3.83,3.81,4.06,-0.267459677,0.00568002,0.00568002,4.17,3.92,3.98,0.019490299,0.80775647,0.80775647
TRIT1,5.87,7.84,7.42,9.3,8.63,10.14,-0.329550527,0.05796611,0.05796611,8.43,8.96,9.51,0.329447487,0.043722409,0.043722409,7.84,7.08,8.43,-0.173706535,0.194603433,0.194603433
LCP2,0.1,0,0.03,0.02,0,0.04,0.994620016,0.618446074,0.618446074,0.04,0,0.01,-1.531325707,0.462400103,0.462400103,0.03,0.01,0.04,0.636222101,0.716549939,0.716549939
FXYD5,421.08,356.85,426.95,345.48,359.86,331.24,0.312579092,0.002990137,0.002990137,377.95,378.52,367.69,-0.20825847,0.042085018,0.042085018,332.58,345.35,335.72,-0.071762647,0.087134662,0.087134662
TMEM14C,97.33,92.49,86.98,83.46,84.43,81.73,0.257704971,0.002003556,0.002003556,75.32,76.92,73.06,-0.401178684,1.98E-06,1.98E-06,93.2,94.69,94.92,0.376949852,6.31E-10,6.31E-10
GEMIN4,39.68,36.19,40.59,36.18,34.81,36.56,0.193992232,0.031620153,0.031620153,36.87,36.44,38.11,-0.136311406,0.133332952,0.133332952,41.12,38.48,39.87,0.126060057,0.007084348,0.007084348
MRPL18,74.34,83.47,85.49,82.85,84.67,80.14,0.073091988,0.418748894,0.418748894,80.62,80.72,81.29,-0.082408129,0.33534513,0.33534513,85.67,90,89.3,0.205272608,0.003092787,0.003092787
VPS54,2.24,3.52,2.3,5.13,4.7,5.73,-0.796860851,0.001101478,0.001101478,3.92,3.91,3.86,0.463721621,0.062405931,0.062405931,3.72,2.92,3.53,-0.223661766,0.101421036,0.101421036
GJC1,1.04,1.26,0.94,0.94,1.01,1.04,0.193310132,0.54945423,0.54945423,1.35,1.05,0.96,-0.001763183,0.995820202,0.995820202,1.88,1.01,1.41,0.376522205,0.258252044,0.258252044
CCDC85C,10.69,9.18,10.55,8.57,8.55,8.62,0.262511858,0.006421568,0.006421568,9.04,8.68,8.16,-0.319471462,0.001414076,0.001414076,8.92,8.76,8.87,0.096296498,0.054815961,0.054815961
PEX5L,0.01,0.08,0.06,0.02,0.03,0.04,0.710554125,0.521107137,0.521107137,0.02,0.05,0.06,-0.294712763,0.790769187,0.790769187,0.01,0.03,0.02,-1.274118298,0.238475297,0.238475297
GNL3,40.7,49.97,36.75,56.15,51.24,61.26,-0.326442168,0.005255433,0.005255433,55.65,56.34,58.81,0.350494709,0.000743938,0.000743938,45.03,36.9,42.02,-0.430933717,6.44E-08,6.44E-08
DPH1,23.62,20.72,23.91,16.96,17.92,15.92,0.50048712,2.77E-05,2.77E-05,18.61,18.28,17.85,-0.376530158,0.001098127,0.001098127,18.74,18.98,19.48,0.104755295,0.150320419,0.150320419
NOP10-2,240.75,227.44,211.21,177.27,185.75,173,0.478507595,8.30E-06,8.30E-06,160.6,166.98,165.22,-0.637017876,1.33E-09,1.33E-09,189.37,203.41,196.12,0.433628284,1.21E-05,1.21E-05
ZNF408,9.56,8.89,8.83,7.92,7.14,7.78,0.338571729,0.017697317,0.017697317,7.96,7.58,7.38,-0.328467421,0.018831183,0.018831183,7.14,7.29,7.18,-0.051921768,0.668936153,0.668936153
WDR90,1.9,2.54,2.46,1.76,1.68,1.9,0.366874019,0.029824586,0.029824586,1.69,1.63,1.76,-0.458957693,0.007277808,0.007277808,1.56,1.86,1.68,0.006274561,0.970303503,0.970303503
IER5L,7.65,6.17,7.22,4.34,4.41,4.43,0.758291146,1.56E-05,1.56E-05,4.24,4.1,3.61,-0.89415183,1.31E-06,1.31E-06,3.77,5.36,4.72,0.243613624,0.192115994,0.192115994
NAA10,81.05,69.78,77.98,54.63,55.29,55.5,0.555893408,1.21E-07,1.21E-07,55.05,55.51,57.23,-0.532127032,5.20E-07,5.20E-07,60.36,59.56,59.56,0.136816536,0.013170244,0.013170244
MASP2,0.02,0.28,0.26,0.13,0.02,0.34,0.464183009,0.709568226,0.709568226,0.1,0.06,0.11,-1.022647172,0.368822651,0.368822651,0.2,0.19,0.09,0.499524812,0.597299779,0.597299779
CDIN1,3.01,3.83,3.13,3.75,3.4,4.27,-0.161778676,0.437627174,0.437627174,4.37,4.16,3.61,0.251307215,0.206667815,0.206667815,3.54,3.19,2.94,-0.155692526,0.338477194,0.338477194
UBALD1,25.89,21.85,26.98,19.75,19.03,18.57,0.478115714,0.001512109,0.001512109,17.13,18.39,19.12,-0.542272642,0.000477855,0.000477855,19.69,19.59,20.97,0.186315888,0.085447259,0.085447259
STAG2,5.8,10.78,5.56,11.87,11.3,13.4,-0.660796905,0.002246705,0.002246705,11.9,11.99,11.51,0.621893689,0.003239509,0.003239509,8.33,5.95,6.88,-0.712323929,2.28E-09,2.28E-09
MAP2K3,99.13,84.96,88.9,77.18,77.51,73.18,0.347334757,0.00043277,0.00043277,77.72,78.32,80.14,-0.29057536,0.002757802,0.002757802,75.15,74.38,75.01,-0.037227329,0.365084514,0.365084514
COG2,11.83,14.14,10.78,13.78,13.83,13.79,-0.101131659,0.376795765,0.376795765,14.54,13.8,13.44,0.115297221,0.317051909,0.317051909,13.36,16.49,14.67,0.121743463,0.243280731,0.243280731
NUDT9,9.9,9.54,6.78,11.94,10.5,12.06,-0.242319904,0.050903415,0.050903415,10.45,12.47,13.36,0.147923529,0.251137026,0.251137026,10.23,10.52,9.79,-0.110909594,0.292237034,0.292237034
NPHS1,0.02,0.02,0,0.02,0.01,0.02,-0.183246732,0.922891839,0.922891839,0.07,0.04,0,1.568861805,0.415709869,0.415709869,0,0.01,0.01,-2.643748609,0.173906191,0.173906191
LRRC69,0.18,0,0,0.08,0,0.08,1.222306968,0.690500974,0.690500974,0,0,0,-3.025906518,0.446221883,0.446221883,0,0.19,0.15,4.052400176,0.147138751,0.147138751
PRH1-2,0,0,0,0.02,0,0.17,-0.786355302,0.847184675,0.847184675,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
ZNF319,6.81,5.97,5.86,5.36,5.75,4.85,0.298084295,0.03417669,0.03417669,5.28,5.3,5.79,-0.280514628,0.042268837,0.042268837,5.37,5.74,5.85,0.085639794,0.423716769,0.423716769
AP1S1,159.07,137.38,157.09,113.78,112.14,113.38,0.511129331,4.61E-07,4.61E-07,119.93,123.53,119.71,-0.413625938,4.81E-05,4.81E-05,130.7,128.95,133.34,0.16486246,0.000310987,0.000310987
CALHM2,15.86,15.76,17.03,13.87,13.43,14.44,0.243987198,0.037932872,0.037932872,12.75,12.51,12.19,-0.381757026,0.001534994,0.001534994,12.37,14.37,13.4,0.121371072,0.237402361,0.237402361
CAPNS1,655.85,579.4,690.29,554.35,545.93,551.63,0.293331175,0.002249723,0.002249723,551.25,544.53,535.28,-0.327952699,0.000711509,0.000711509,524.53,529.66,520.58,-0.005183956,0.842105392,0.842105392
MYOM3,0.1,0.09,0.13,0.07,0.03,0.14,0.484406622,0.565562066,0.565562066,0.11,0.08,0.06,-0.486513042,0.491928807,0.491928807,0.05,0.03,0.06,-0.728416947,0.354435539,0.354435539
GDE1,26.72,27.65,27.26,30.65,32.22,29.79,-0.103352684,0.175415124,0.175415124,29.94,30.31,29.29,0.060598733,0.390066569,0.390066569,29.84,32.54,30.16,0.075415768,0.224356957,0.224356957
SLC39A9,15.06,18.16,16.13,20.89,19.94,20.95,-0.259931425,0.000890498,0.000890498,22.99,22.4,21.52,0.381964434,1.02E-07,1.02E-07,19.96,19.32,19.73,-0.132417869,0.006118058,0.006118058
FGD4,0.4,0.37,0.49,0.48,0.37,0.61,-0.586310466,0.139926366,0.139926366,0.49,0.53,0.43,0.434091191,0.243169166,0.243169166,0.35,0.19,0.24,-0.376629479,0.277363717,0.277363717
TCEA3,7.88,7.92,7.34,7.28,6.76,5.9,0.298610686,0.114824252,0.114824252,3.52,4.71,6.2,-0.745978293,0.000678756,0.000678756,6.6,5.99,4.76,0.282459968,0.184216001,0.184216001
VOPP1-DT,0.02,0,0,0,0,0,2.04605018,0.612272264,0.612272264,0,0,0,-2.025303345,0.61588933,0.61588933,0,0,0,0,0,0
